id,english,portuguese,level,word_type,definition_en,definition_pt,example_en,example_pt,tags
3354,preference,preferência,B2,noun,"The selection of one thing or person over others (with the main adposition being ""for"" in relation to the thing or person, but possibly also ""of"")","A seleção de uma coisa ou pessoa em relação a outras (com a principal preposição sendo ""para"" em relação à coisa ou pessoa, mas possivelmente também ""de"").","","",needs_enrichment
3358,premonition,premonição,B2,noun,"A clairvoyant or clairaudient experience, such as a dream, which resonates with some event in the future.","Uma experiência de clarividência ou claraudiência, como um sonho, que ressoa com algum evento no futuro.","","",needs_enrichment
3361,prescription,receita médica,B2,noun,"The act of prescribing a rule, law, etc..","O ato de prescrever uma regra, lei, etc.","","",needs_enrichment
3362,presence,presença,B2,noun,"The fact or condition of being present, or of being within sight or call, or at hand.","O fato ou condição de estar presente, ou de estar à vista ou ao alcance, ou à mão.","","",needs_enrichment
3364,presentiment,presentear,B2,noun,"A premonition; a feeling that something, often of undesirable nature, is going to happen.","Uma premonição; um sentimento de que algo, muitas vezes de natureza indesejável, está prestes a acontecer.","","",needs_enrichment
3369,pretend,fingir,B2,verb,"To claim, to allege, especially when falsely or as a form of deliberate deception.","Afirmar, alegar, especialmente quando falsamente ou como uma forma de engano deliberado.","","",needs_enrichment
3371,prevail,"prevalecer, predominar",B2,verb,"To be superior in strength, dominance, influence or frequency; to have or gain the advantage over others; to have the upper hand; to outnumber others.","Ser superior em força, domínio, influência ou frequência; ter ou ganhar vantagem sobre os outros; ter a vantagem; superar em número os outros.","","",needs_enrichment
3377,priest,"padre, sacerdote",B2,noun,"A religious clergyman (clergywoman, clergyperson) who is trained to perform services or sacrifices at a church or temple","Um clérigo (clériga, pessoa do clero) que é treinado para realizar serviços ou sacrifícios em uma igreja ou templo.","","",needs_enrichment
3381,princess,princesa,B2,noun,"A female member of a royal family other than a queen, especially a daughter or granddaughter.","Uma membro feminina de uma família real que não é rainha, especialmente uma filha ou neta.","","",needs_enrichment
3383,principle,"princípio, regra moral, origem",B2,noun,A fundamental assumption or guiding belief.,Uma suposição fundamental ou crença orientadora.,"","",needs_enrichment
3386,prior,"anterior, prévio",B2,noun,"A high-ranking member of a monastery, usually lower in rank than an abbot.","Um membro de alto escalão de um mosteiro, geralmente de classificação inferior a um abade.","","",needs_enrichment
3388,prison,prisão,B2,noun,"A place or institution of confinement, especially of long-term confinement for those convicted of serious crimes or otherwise considered undesirable by the government.","Um lugar ou instituição de confinamento, especialmente de confinamento a longo prazo para aqueles condenados por crimes graves ou considerados indesejáveis pelo governo.","","",needs_enrichment
3389,prisoner,prisioneiro,B2,noun,"A person incarcerated in a prison, while on trial or serving a sentence.","Uma pessoa encarcerada em uma prisão, enquanto está em julgamento ou cumprindo uma pena.","","",needs_enrichment
3399,proceed,"prosseguir, continuar",B2,verb,"To move, pass, or go forward or onward; to advance; to carry on","Mover, passar ou seguir em frente; avançar; continuar.","","",needs_enrichment
3405,production,produção,B2,noun,"The act of producing, making or creating something.","O ato de produzir, fazer ou criar algo.","","",needs_enrichment
3406,productivity,produtividade,B2,noun,"The state of being productive, fertile or efficient","O estado de ser produtivo, fértil ou eficiente.","","",needs_enrichment
3407,profession,profissão,B2,noun,"A declaration of belief, faith or one's opinion, whether genuine or pretended.","Uma declaração de crença, fé ou opinião, seja genuína ou fingida.","","",needs_enrichment
3409,professor,professor universitário,B2,noun,"The most senior rank for an academic at a university or similar institution, informally also known as ""full professor."" Abbreviated Prof.","O cargo mais alto para um acadêmico em uma universidade ou instituição similar, informalmente conhecido como ""professor titular"". Abreviado como Prof.","","",needs_enrichment
3417,prohibition,"proibição, interdição, veto",B2,noun,"An act of prohibiting, forbidding, disallowing, or proscribing something.","Um ato de proibir, interditar, não permitir ou proscrever algo.","","",needs_enrichment
3423,pronounce,pronunciar,B2,verb,"To declare formally, officially or ceremoniously.","Declarar formalmente, oficialmente ou cerimonialmente.","","",needs_enrichment
3425,proof,"prova, evidência",B2,noun,"An effort, process, or operation designed to establish or discover a fact or truth; an act of testing; a test; a trial.","Um esforço, processo ou operação projetada para estabelecer ou descobrir um fato ou verdade; um ato de teste; um teste; um experimento.","","",needs_enrichment
3441,provider,provedor,B2,noun,"One who, or that which, provides a service, commodity, or the means for subsistence.","Aquele que, ou aquilo que, fornece um serviço, mercadoria ou os meios para subsistência.","","",needs_enrichment
3442,psychiatry,psiquiatria,B2,noun,"The branch of medicine that subjectively diagnoses, treats, and studies mental disorders and behavioural conditions.","A ramificação da medicina que diagnostica, trata e estuda subjetivamente transtornos mentais e condições comportamentais.","","",needs_enrichment
3445,pub,bar,B2,noun,"A public house where beverages, primarily alcoholic, may be bought and consumed, also providing food and sometimes entertainment such as live music or television.","Um estabelecimento público onde bebidas, principalmente alcoólicas, podem ser compradas e consumidas, também oferecendo comida e, às vezes, entretenimento como música ao vivo ou televisão.","","",needs_enrichment
3446,public,público,B2,noun,"The people in general, regardless of membership of any particular group.","O povo em geral, independentemente da filiação a qualquer grupo específico.","","",needs_enrichment
3449,publish,"publicar, editar",B2,verb,"To issue (something, such as printed work) for distribution and/or sale.","Emitir (algo, como uma obra impressa) para distribuição e/ou venda.","","",needs_enrichment
3450,pudding,pudim,B2,noun,"Any of various dishes, sweet or savoury, prepared by boiling or steaming, or from batter.","Qualquer um de vários pratos, doces ou salgados, preparados por fervura ou cozimento no vapor, ou a partir de massa.","","",needs_enrichment
3455,pumpkin,abóbora,B2,noun,"A domesticated plant, in species Cucurbita pepo, similar in growth pattern, foliage, flower, and fruit to the squash or melon.","Uma planta domesticada, da espécie Cucurbita pepo, semelhante em padrão de crescimento, folhagem, flor e fruto à abóbora ou melão.","","",needs_enrichment
3457,punctuation,punish,B2,noun,"A set of symbols and marks which are used to clarify meaning in text by separating strings of words into clauses, phrases and sentences.","Um conjunto de símbolos e marcas que são usados para esclarecer o significado no texto, separando sequências de palavras em cláusulas, frases e sentenças.","","",needs_enrichment
3460,pure,puro,B2,noun,"One who, or that which, is pure.","Aquele que, ou aquilo que, é puro.","","",needs_enrichment
3469,estar perplexo,Letra q,B2,,,,A professor que ensina filosofia pode estar perplexo ao tentar explicar conceitos complexos para seus alunos.,Um professor de filosofia pode ficar perplexo ao tentar explicar conceitos complexos para seus alunos.,needs_enrichment
3473,quantity,quantidade,B2,noun,"A fundamental, generic term used when referring to the measurement (count, amount) of a scalar, vector, number of items or to some other way of denominating the value of a collection or group of items.","Um termo fundamental e genérico usado ao se referir à medição (contagem, quantidade) de um escalar, vetor, número de itens ou a alguma outra forma de denominar o valor de uma coleção ou grupo de itens.","","",needs_enrichment
3476,quartz,quartzo,B2,noun,"The most abundant mineral on the earth's surface, of chemical composition silicon dioxide, SiO2. It occurs in a variety of forms, both crystalline and amorphous. Found in every environment.","O mineral mais abundante na superfície da Terra, de composição química dióxido de silício, SiO2. Ocorre em uma variedade de formas, tanto cristalinas quanto amorfas. Encontrado em todos os ambientes.","","",needs_enrichment
3478,queer,"estranho, excêntrico",B2,noun,"(sometimes derogatory) A person who is or appears homosexual, or who has homosexual qualities.","uma pessoa que é ou parece homossexual, ou que possui qualidades homossexuais.","","",needs_enrichment
3481,quest,"procura, busca",B2,noun,"A journey or effort in pursuit of a goal (often lengthy, ambitious, or fervent); a mission.","Uma jornada ou esforço na busca de um objetivo (geralmente longo, ambicioso ou fervoroso); uma missão.","","",needs_enrichment
3483,quick,rápido,B2,noun,"Raw or sensitive flesh, especially that underneath finger and toe nails.","Carne crua ou sensível, especialmente aquela sob as unhas dos dedos das mãos e dos pés.","","",needs_enrichment
3488,quiz,"teste, jogo de perguntas e respostas",B2,noun,"An odd, puzzling or absurd person or thing.","Uma pessoa ou coisa estranha, enigmática ou absurda.","","",needs_enrichment
3490,letra r,Pronúncia,B2,,,,"","",needs_enrichment
